bar_start_utc,bar_start_kst,bar_start_local,open,high,low,close,volume,ma20,ma50,ma200,rsi14,atr14,vol_index
2025-04-16 00:00,2025-04-16 09:00,2025-04-15 20:00,18728.25,18736.25,18636.25,18670.25,8427,18929.86,18967.85,18294.16,33.7,114.4,32.84000015258789
2025-04-16 01:00,2025-04-16 10:00,2025-04-15 21:00,18671.5,18730.25,18670.0,18707.0,5344,18919.54,18965.58,18291.93,36.9,110.53,32.84000015258789
2025-04-16 02:00,2025-04-16 11:00,2025-04-15 22:00,18707.5,18721.75,18676.5,18693.25,4815,18909.67,18960.32,18290.23,36.2,105.87,32.84000015258789
2025-04-16 03:00,2025-04-16 12:00,2025-04-15 23:00,18693.25,18721.5,18672.0,18676.0,3590,18897.42,18953.58,18288.65,35.3,101.84,32.84000015258789
2025-04-16 04:00,2025-04-16 13:00,2025-04-16 00:00,18671.5,18683.0,18656.25,18666.0,3222,18880.24,18946.73,18287.05,34.7,96.48,32.84000015258789
2025-04-16 05:00,2025-04-16 14:00,2025-04-16 01:00,18667.0,18668.25,18504.5,18524.5,12473,18856.45,18937.1,18285.42,28.1,101.28,32.84000015258789
2025-04-16 06:00,2025-04-16 15:00,2025-04-16 02:00,18526.75,18601.25,18512.75,18576.25,8144,18836.28,18927.55,18283.35,33.1,100.37,32.84000015258789
2025-04-16 07:00,2025-04-16 16:00,2025-04-16 03:00,18575.25,18615.5,18511.5,18519.5,8381,18813.03,18916.89,18282.12,30.6,100.63,32.84000015258789
2025-04-16 08:00,2025-04-16 17:00,2025-04-16 04:00,18523.25,18861.25,18514.5,18712.25,23470,18804.22,18908.79,18281.25,45.7,118.21,32.84000015258789
2025-04-16 09:00,2025-04-16 18:00,2025-04-16 05:00,18715.0,18763.0,18676.5,18679.25,12437,18791.39,18900.64,18280.28,44.0,115.94,32.84000015258789
2025-04-16 10:00,2025-04-16 19:00,2025-04-16 06:00,18678.75,18729.5,18670.75,18689.25,7165,18772.46,18892.04,18279.65,44.6,111.86,32.84000015258789
2025-04-16 11:00,2025-04-16 20:00,2025-04-16 07:00,18689.0,18724.0,18651.25,18695.5,9758,18756.26,18882.81,18278.88,45.1,109.07,32.84000015258789
2025-04-16 12:00,2025-04-16 21:00,2025-04-16 08:00,18694.0,18713.25,18630.0,18636.25,13687,18735.61,18873.11,18278.63,41.6,107.22,32.84000015258789
2025-04-16 13:00,2025-04-16 22:00,2025-04-16 09:00,18636.5,18679.5,18523.25,18524.0,72917,18713.61,18862.28,18278.01,35.9,110.72,32.84000015258789
2025-04-16 14:00,2025-04-16 23:00,2025-04-16 10:00,18522.75,18669.5,18509.25,18628.0,67656,18697.41,18852.76,18277.94,43.6,114.26,33.63999938964844
2025-04-16 15:00,2025-04-17 00:00,2025-04-16 11:00,18628.0,18735.0,18576.25,18587.75,63131,18678.05,18843.07,18277.6,41.5,117.44,32.41999816894531
2025-04-16 16:00,2025-04-17 01:00,2025-04-16 12:00,18588.5,18616.5,18548.0,18560.0,50085,18658.03,18830.57,18277.03,40.1,113.94,33.439998626708984
2025-04-16 17:00,2025-04-17 02:00,2025-04-16 13:00,18561.0,18595.75,18288.0,18293.0,73113,18625.78,18815.51,18275.31,29.6,127.79,33.5099983215332
2025-04-16 18:00,2025-04-17 03:00,2025-04-16 14:00,18292.5,18387.75,18209.5,18213.5,77374,18599.03,18797.22,18273.19,27.3,131.39,34.90999984741211
2025-04-16 19:00,2025-04-17 04:00,2025-04-16 15:00,18213.25,18400.0,18116.25,18388.25,104742,18581.99,18788.4,18272.34,38.6,142.27,37.40999984741211
2025-04-16 20:00,2025-04-17 05:00,2025-04-16 16:00,18387.5,18441.0,18338.5,18369.25,26954,18566.94,18780.1,18271.77,37.9,139.43,35.38999938964844
2025-04-16 22:00,2025-04-17 07:00,2025-04-16 18:00,18391.25,18426.75,18370.0,18408.5,0,18552.01,18769.45,18270.6,40.2,133.58,35.38999938964844
2025-04-16 23:00,2025-04-17 08:00,2025-04-16 19:00,18407.75,18428.25,18345.25,18402.0,6896,18537.45,18757.21,18269.58,40.0,129.97,35.38999938964844
2025-04-17 00:00,2025-04-17 09:00,2025-04-16 20:00,18403.5,18498.0,18375.5,18487.5,8085,18528.03,18748.15,18269.09,45.2,129.43,35.38999938964844
2025-04-17 01:00,2025-04-17 10:00,2025-04-16 21:00,18487.5,18491.0,18452.75,18476.25,4671,18518.54,18739.63,18268.53,44.7,122.92,35.38999938964844
2025-04-17 02:00,2025-04-17 11:00,2025-04-16 22:00,18474.5,18512.5,18453.75,18497.5,5688,18517.19,18733.24,18268.15,46.0,118.34,35.38999938964844
2025-04-17 03:00,2025-04-17 12:00,2025-04-16 23:00,18497.25,18538.75,18495.75,18537.25,3507,18515.24,18726.97,18270.41,48.5,112.96,35.38999938964844
2025-04-17 04:00,2025-04-17 13:00,2025-04-17 00:00,18532.25,18543.5,18526.25,18535.5,2721,18516.04,18719.41,18272.45,48.4,106.12,35.38999938964844
2025-04-17 05:00,2025-04-17 14:00,2025-04-17 01:00,18535.75,18578.25,18517.5,18551.25,5807,18507.99,18712.42,18274.15,49.5,102.88,35.38999938964844
2025-04-17 06:00,2025-04-17 15:00,2025-04-17 02:00,18551.5,18602.5,18530.75,18555.5,9554,18501.8,18706.06,18275.94,49.8,100.66,35.38999938964844
2025-04-17 07:00,2025-04-17 16:00,2025-04-17 03:00,18556.75,18652.75,18555.5,18617.0,11980,18498.19,18700.08,18279.75,54.1,100.41,35.38999938964844
2025-04-17 08:00,2025-04-17 17:00,2025-04-17 04:00,18617.0,18620.25,18533.5,18537.75,8080,18490.3,18692.57,18283.03,48.4,99.44,35.38999938964844
2025-04-17 09:00,2025-04-17 18:00,2025-04-17 05:00,18538.75,18592.25,18524.75,18577.5,8043,18487.36,18686.31,18287.16,51.2,97.16,35.38999938964844
2025-04-17 10:00,2025-04-17 19:00,2025-04-17 06:00,18576.25,18583.5,18496.5,18509.25,12121,18486.62,18678.08,18290.38,46.5,96.43,35.38999938964844
2025-04-17 11:00,2025-04-17 20:00,2025-04-17 07:00,18510.25,18532.25,18456.75,18516.0,12501,18481.03,18668.2,18294.84,47.0,94.94,35.38999938964844
2025-04-17 12:00,2025-04-17 21:00,2025-04-17 08:00,18514.75,18624.25,18514.5,18530.5,20485,18478.16,18658.81,18299.82,48.2,95.99,35.38999938964844
2025-04-17 13:00,2025-04-17 22:00,2025-04-17 09:00,18529.75,18546.75,18376.25,18467.75,78252,18473.55,18648.56,18304.69,43.7,101.32,35.38999938964844
2025-04-17 14:00,2025-04-17 23:00,2025-04-17 10:00,18466.25,18488.0,18261.5,18304.0,87604,18474.1,18634.96,18312.89,34.7,110.26,34.689998626708984
2025-04-17 15:00,2025-04-18 00:00,2025-04-17 11:00,18304.0,18443.75,18291.0,18339.5,73680,18480.4,18623.98,18320.99,37.7,113.29,34.150001525878906
2025-04-17 16:00,2025-04-18 01:00,2025-04-17 12:00,18340.25,18478.75,18317.0,18454.0,77548,18483.69,18614.34,18329.42,46.3,116.75,33.470001220703125
2025-04-17 17:00,2025-04-18 02:00,2025-04-17 13:00,18454.0,18487.5,18366.75,18453.0,50291,18487.88,18602.04,18336.76,46.2,117.04,33.91999816894531
2025-04-17 18:00,2025-04-18 03:00,2025-04-17 14:00,18453.75,18526.0,18418.0,18420.0,51895,18488.45,18590.06,18344.37,44.2,116.39,33.09000015258789
2025-04-17 19:00,2025-04-18 04:00,2025-04-17 15:00,18419.75,18431.25,18330.0,18373.25,63424,18487.01,18576.53,18352.3,41.4,115.31,33.630001068115234
2025-04-17 20:00,2025-04-18 05:00,2025-04-17 16:00,18373.75,18455.75,18364.25,18427.75,14652,18484.03,18565.81,18360.76,45.7,113.61,33.31999969482422
2025-04-20 22:00,2025-04-21 07:00,2025-04-20 18:00,18306.25,18383.5,18231.25,18290.0,4626,18474.71,18552.57,18368.4,38.1,119.53,33.31999969482422
2025-04-20 23:00,2025-04-21 08:00,2025-04-20 19:00,18286.5,18327.5,18279.0,18314.75,2738,18465.58,18539.37,18377.27,40.0,114.46,33.31999969482422
2025-04-21 00:00,2025-04-21 09:00,2025-04-20 20:00,18313.25,18378.25,18298.25,18300.75,6530,18453.75,18526.17,18385.36,39.3,112.0,33.31999969482422
2025-04-21 01:00,2025-04-21 10:00,2025-04-20 21:00,18303.0,18315.0,18257.25,18286.0,7543,18441.28,18513.13,18392.58,38.5,108.12,33.31999969482422
2025-04-21 02:00,2025-04-21 11:00,2025-04-20 22:00,18286.75,18305.5,18189.0,18217.25,7639,18424.58,18502.51,18399.22,34.9,108.72,33.31999969482422
2025-04-21 03:00,2025-04-21 12:00,2025-04-20 23:00,18219.25,18235.0,18209.5,18218.5,3318,18407.72,18492.29,18404.71,35.0,102.78,33.31999969482422
2025-04-21 04:00,2025-04-21 13:00,2025-04-21 00:00,18220.0,18245.5,18212.5,18220.0,2708,18387.88,18483.29,18410.49,35.1,97.79,33.31999969482422
2025-04-21 05:00,2025-04-21 14:00,2025-04-21 01:00,18221.25,18254.0,18216.25,18246.25,2609,18373.3,18474.08,18415.88,37.9,93.5,33.31999969482422
2025-04-21 06:00,2025-04-21 15:00,2025-04-21 02:00,18245.0,18256.75,18196.75,18218.0,3952,18355.33,18464.57,18420.6,36.1,91.11,33.31999969482422
2025-04-21 07:00,2025-04-21 16:00,2025-04-21 03:00,18219.0,18226.75,18150.5,18152.75,5513,18337.5,18454.1,18423.07,32.3,90.05,33.31999969482422
2025-04-21 08:00,2025-04-21 17:00,2025-04-21 04:00,18153.75,18194.75,18144.25,18172.25,5312,18320.31,18444.23,18426.99,34.5,87.22,33.31999969482422
2025-04-21 09:00,2025-04-21 18:00,2025-04-21 05:00,18172.75,18181.75,18135.0,18171.75,4897,18302.38,18437.17,18431.57,34.5,84.33,33.31999969482422
2025-04-21 10:00,2025-04-21 19:00,2025-04-21 06:00,18172.25,18192.0,18144.5,18188.75,3916,18288.42,18429.42,18433.6,36.6,81.7,33.31999969482422
2025-04-21 11:00,2025-04-21 20:00,2025-04-21 07:00,18187.75,18213.75,18080.0,18106.25,14325,18278.54,18421.16,18436.47,31.4,85.42,33.31999969482422
2025-04-21 12:00,2025-04-21 21:00,2025-04-21 08:00,18105.75,18148.0,18091.0,18122.0,9978,18267.66,18409.35,18439.27,33.3,83.39,33.31999969482422
2025-04-21 13:00,2025-04-21 22:00,2025-04-21 09:00,18121.25,18165.0,17994.0,17994.5,56538,18244.69,18395.66,18441.1,26.7,89.65,33.31999969482422
2025-04-21 14:00,2025-04-21 23:00,2025-04-21 10:00,17994.5,17998.25,17899.75,17931.25,63836,18218.6,18380.5,18442.02,24.1,90.28,36.869998931884766
2025-04-21 15:00,2025-04-22 00:00,2025-04-21 11:00,17931.75,17949.5,17786.5,17796.75,53562,18187.44,18362.53,18442.18,19.7,95.47,37.02000045776367
2025-04-21 16:00,2025-04-22 01:00,2025-04-21 12:00,17796.0,17875.0,17788.25,17794.75,39486,18158.51,18345.69,18442.59,19.7,94.85,37.41999816894531
2025-04-21 17:00,2025-04-22 02:00,2025-04-21 13:00,17794.5,17812.75,17703.0,17712.25,41930,18122.74,18329.46,18441.81,17.5,95.92,37.939998626708984
2025-04-21 18:00,2025-04-22 03:00,2025-04-21 14:00,17712.75,17781.25,17700.0,17709.0,40228,18093.69,18311.08,18441.27,17.4,94.87,38.0099983215332
2025-04-21 19:00,2025-04-22 04:00,2025-04-21 15:00,17708.0,17952.0,17705.25,17923.0,74872,18074.1,18297.78,18442.04,38.3,105.72,37.560001373291016
2025-04-21 20:00,2025-04-22 05:00,2025-04-21 16:00,17923.0,17929.75,17889.75,17914.0,16810,18054.76,18284.87,18442.71,37.9,101.02,36.7400016784668
2025-04-21 22:00,2025-04-22 07:00,2025-04-21 18:00,17914.0,17934.25,17863.75,17893.25,0,18035.12,18276.87,18443.41,36.9,98.84,36.7400016784668
2025-04-21 23:00,2025-04-22 08:00,2025-04-21 19:00,17893.75,18005.75,17892.75,18003.5,6476,18024.44,18272.67,18444.5,45.4,99.85,36.7400016784668
2025-04-22 00:00,2025-04-22 09:00,2025-04-21 20:00,18003.5,18021.25,17976.0,17996.25,6808,18013.33,18264.83,18445.08,45.0,95.95,36.7400016784668
2025-04-22 01:00,2025-04-22 10:00,2025-04-21 21:00,17997.25,18068.25,17989.0,18030.5,9527,18003.85,18258.06,18446.1,47.5,94.76,36.7400016784668
2025-04-22 02:00,2025-04-22 11:00,2025-04-21 22:00,18030.0,18049.0,18012.0,18028.5,5201,17992.96,18250.46,18447.62,47.4,90.63,36.7400016784668
2025-04-22 03:00,2025-04-22 12:00,2025-04-21 23:00,18030.75,18037.25,17946.5,17980.0,7969,17981.06,18242.01,18448.59,44.1,90.64,36.7400016784668
2025-04-22 04:00,2025-04-22 13:00,2025-04-22 00:00,17980.0,17995.25,17972.25,17986.25,2783,17972.74,18231.99,18448.44,44.6,85.81,36.7400016784668
2025-04-22 05:00,2025-04-22 14:00,2025-04-22 01:00,17984.75,18013.0,17971.75,17998.25,3725,17964.04,18222.43,18448.52,45.7,82.63,36.7400016784668
2025-04-22 06:00,2025-04-22 15:00,2025-04-22 02:00,17997.25,18163.0,17985.25,18146.5,9283,17962.78,18215.41,18448.01,56.9,89.42,36.7400016784668
2025-04-22 07:00,2025-04-22 16:00,2025-04-22 03:00,18147.75,18171.0,18078.5,18086.0,11460,17957.64,18206.38,18447.84,52.2,89.64,36.7400016784668
2025-04-22 08:00,2025-04-22 17:00,2025-04-22 04:00,18085.5,18123.5,18055.25,18114.5,9366,17958.05,18197.97,18448.15,54.1,88.11,36.7400016784668
2025-04-22 09:00,2025-04-22 18:00,2025-04-22 05:00,18114.0,18121.5,18077.0,18093.0,4866,17956.6,18188.8,18450.3,52.4,85.0,36.7400016784668
2025-04-22 10:00,2025-04-22 19:00,2025-04-22 06:00,18091.0,18105.5,18072.75,18094.75,6516,17961.61,18179.58,18452.42,52.5,81.27,36.7400016784668
2025-04-22 11:00,2025-04-22 20:00,2025-04-22 07:00,18096.0,18100.25,18043.75,18055.0,8901,17967.8,18168.35,18455.5,49.2,79.5,36.7400016784668
2025-04-22 12:00,2025-04-22 21:00,2025-04-22 08:00,18054.25,18140.5,18046.25,18138.25,10936,17984.88,18160.35,18460.01,55.6,80.55,36.7400016784668
2025-04-22 13:00,2025-04-22 22:00,2025-04-22 09:00,18138.0,18255.0,18100.5,18253.0,65405,18007.79,18153.87,18465.11,62.6,85.83,36.7400016784668
2025-04-22 14:00,2025-04-22 23:00,2025-04-22 10:00,18253.75,18354.75,18241.0,18340.5,78477,18039.2,18150.49,18471.48,66.9,87.83,34.04999923706055
2025-04-22 15:00,2025-04-23 00:00,2025-04-22 11:00,18340.75,18396.25,18287.25,18378.5,58483,18072.67,18147.74,18478.4,68.5,89.34,33.91999816894531
2025-04-22 16:00,2025-04-23 01:00,2025-04-22 12:00,18378.75,18513.75,18378.75,18450.5,68695,18099.05,18146.14,18486.16,71.5,92.62,33.81999969482422
2025-04-22 17:00,2025-04-23 02:00,2025-04-22 13:00,18449.75,18493.0,18211.25,18223.25,93425,18114.51,18141.25,18491.68,54.2,106.13,35.459999084472656
2025-04-22 18:00,2025-04-23 03:00,2025-04-22 14:00,18223.5,18399.75,18218.0,18382.75,47007,18138.99,18142.83,18498.34,61.3,111.53,34.310001373291016
2025-04-22 19:00,2025-04-23 04:00,2025-04-22 15:00,18383.0,18406.25,18240.5,18379.5,73914,18157.79,18143.62,18505.64,61.1,115.4,34.56999969482422
2025-04-22 20:00,2025-04-23 05:00,2025-04-22 16:00,18380.0,18437.25,18345.0,18359.0,16675,18175.92,18141.72,18513.31,59.7,113.75,33.970001220703125
2025-04-22 22:00,2025-04-23 07:00,2025-04-22 18:00,18646.0,18771.75,18644.0,18765.5,0,18212.67,18147.97,18522.66,72.8,135.11,33.970001220703125
2025-04-22 23:00,2025-04-23 08:00,2025-04-22 19:00,18764.25,18802.75,18727.0,18760.75,11637,18249.29,18154.79,18531.36,72.5,130.87,33.970001220703125
2025-04-23 00:00,2025-04-23 09:00,2025-04-22 20:00,18761.75,18771.25,18673.25,18701.75,8132,18285.38,18161.36,18538.15,68.7,128.52,33.970001220703125
2025-04-23 01:00,2025-04-23 10:00,2025-04-22 21:00,18700.75,18725.0,18623.75,18640.25,7428,18318.08,18165.61,18544.61,65.0,126.57,33.970001220703125
2025-04-23 02:00,2025-04-23 11:00,2025-04-22 22:00,18641.0,18712.25,18627.25,18683.75,5348,18352.35,18173.49,18551.68,66.4,123.6,33.970001220703125
2025-04-23 03:00,2025-04-23 12:00,2025-04-22 23:00,18684.75,18706.5,18661.5,18704.25,4271,18380.24,18181.28,18558.96,67.0,117.99,33.970001220703125
2025-04-23 04:00,2025-04-23 13:00,2025-04-23 00:00,18722.0,18732.0,18707.5,18724.25,4096,18412.15,18189.74,18567.79,67.7,111.54,33.970001220703125
2025-04-23 05:00,2025-04-23 14:00,2025-04-23 01:00,18723.5,18751.25,18681.75,18739.0,5860,18443.38,18198.81,18575.83,68.2,108.54,33.970001220703125
2025-04-23 06:00,2025-04-23 15:00,2025-04-23 02:00,18739.75,18770.5,18730.5,18735.25,7462,18475.49,18209.17,18582.27,67.9,103.64,33.970001220703125
2025-04-23 07:00,2025-04-23 16:00,2025-04-23 03:00,18735.0,18790.5,18713.5,18782.75,10973,18509.89,18220.45,18590.06,69.7,101.74,33.970001220703125
2025-04-23 08:00,2025-04-23 17:00,2025-04-23 04:00,18782.75,18859.0,18775.0,18830.75,12335,18548.67,18232.67,18597.6,71.5,100.47,33.970001220703125
2025-04-23 09:00,2025-04-23 18:00,2025-04-23 05:00,18832.5,18851.5,18814.0,18844.75,7777,18584.0,18244.63,18604.17,72.0,95.97,33.970001220703125
2025-04-23 10:00,2025-04-23 19:00,2025-04-23 06:00,18845.25,18928.75,18839.0,18919.75,10146,18617.34,18258.67,18604.38,74.6,95.53,33.970001220703125
2025-04-23 11:00,2025-04-23 20:00,2025-04-23 07:00,18919.0,18945.0,18859.75,18859.75,14297,18643.3,18272.81,18604.8,69.1,94.8,33.970001220703125
2025-04-23 12:00,2025-04-23 21:00,2025-04-23 08:00,18860.25,18972.0,18857.75,18966.25,15488,18672.69,18288.69,18603.27,72.9,96.19,33.970001220703125
2025-04-23 13:00,2025-04-23 22:00,2025-04-23 09:00,18966.75,19122.25,18889.0,19072.0,103735,18703.76,18306.69,18601.87,76.1,105.98,33.970001220703125
2025-04-23 14:00,2025-04-23 23:00,2025-04-23 10:00,19074.25,19165.5,18974.0,19061.75,99215,18745.69,18324.15,18600.46,75.2,112.08,30.790000915527344
2025-04-23 15:00,2025-04-24 00:00,2025-04-23 11:00,19062.25,19104.75,18797.25,18876.75,98188,18770.39,18339.56,18598.27,60.9,126.04,32.119998931884766
2025-04-23 16:00,2025-04-24 01:00,2025-04-23 12:00,18876.5,18933.75,18747.0,18916.75,69084,18797.25,18355.46,18596.72,62.5,130.38,32.720001220703125
2025-04-23 17:00,2025-04-24 02:00,2025-04-23 13:00,18915.75,18966.25,18832.0,18925.75,52282,18825.59,18374.08,18595.6,62.9,130.66,31.8700008392334
2025-04-23 18:00,2025-04-24 03:00,2025-04-23 14:00,18927.5,18959.0,18846.75,18869.5,48533,18830.79,18392.85,18594.43,58.9,129.34,32.2400016784668
2025-04-23 19:00,2025-04-24 04:00,2025-04-23 15:00,18869.25,18894.25,18729.75,18788.0,81811,18832.15,18412.67,18593.32,53.5,131.85,32.5099983215332
2025-04-23 20:00,2025-04-24 05:00,2025-04-23 16:00,18788.75,18927.0,18771.0,18850.0,26910,18839.56,18433.78,18592.33,56.7,133.58,31.6200008392334
2025-04-23 22:00,2025-04-24 07:00,2025-04-23 18:00,18826.5,18842.25,18740.5,18819.25,0,18848.51,18455.92,18590.67,54.7,131.86,31.6200008392334
2025-04-23 23:00,2025-04-24 08:00,2025-04-23 19:00,18815.25,18857.5,18806.25,18839.5,4273,18856.3,18478.53,18589.25,55.8,126.1,31.6200008392334
2025-04-24 00:00,2025-04-24 09:00,2025-04-23 20:00,18840.0,18875.75,18826.25,18841.25,5914,18863.15,18496.9,18588.97,55.9,120.63,31.6200008392334
2025-04-24 01:00,2025-04-24 10:00,2025-04-23 21:00,18841.75,18850.0,18770.75,18771.75,6599,18865.53,18514.05,18588.91,50.9,117.67,31.6200008392334
2025-04-24 02:00,2025-04-24 11:00,2025-04-23 22:00,18771.0,18807.0,18747.0,18748.0,5602,18865.97,18531.15,18588.38,49.3,113.55,31.6200008392334
2025-04-24 03:00,2025-04-24 12:00,2025-04-23 23:00,18746.5,18763.5,18735.25,18756.25,3473,18867.03,18546.2,18587.79,49.9,107.46,31.6200008392334
2025-04-24 04:00,2025-04-24 13:00,2025-04-24 00:00,18752.75,18769.25,18710.75,18763.5,5074,18866.06,18561.54,18586.98,50.5,103.96,31.6200008392334
2025-04-24 05:00,2025-04-24 14:00,2025-04-24 01:00,18764.25,18781.75,18678.5,18710.5,6097,18860.05,18575.15,18586.42,46.4,103.91,31.6200008392334
2025-04-24 06:00,2025-04-24 15:00,2025-04-24 02:00,18711.5,18779.0,18706.0,18743.75,7130,18855.0,18589.45,18586.83,49.2,101.7,31.6200008392334
2025-04-24 07:00,2025-04-24 16:00,2025-04-24 03:00,18744.25,18755.0,18650.75,18676.0,14051,18842.81,18603.37,18587.28,44.2,101.89,31.6200008392334
2025-04-24 08:00,2025-04-24 17:00,2025-04-24 04:00,18675.25,18704.5,18594.75,18629.75,13305,18831.31,18616.24,18589.04,41.2,102.45,31.6200008392334
2025-04-24 09:00,2025-04-24 18:00,2025-04-24 05:00,18630.0,18696.0,18630.0,18693.75,7721,18817.69,18630.15,18590.95,46.7,99.86,31.6200008392334
2025-04-24 10:00,2025-04-24 19:00,2025-04-24 06:00,18695.25,18839.5,18693.5,18817.0,15186,18804.94,18643.56,18592.74,55.3,103.16,31.6200008392334
2025-04-24 11:00,2025-04-24 20:00,2025-04-24 07:00,18816.25,18823.0,18729.5,18769.25,15960,18790.31,18657.22,18593.9,51.8,102.47,31.6200008392334
2025-04-24 12:00,2025-04-24 21:00,2025-04-24 08:00,18769.5,18865.75,18769.0,18851.0,16848,18789.03,18671.96,18595.74,56.8,102.06,31.6200008392334
2025-04-24 13:00,2025-04-24 22:00,2025-04-24 09:00,18853.0,19060.5,18824.0,19051.75,63860,18795.78,18691.13,18598.49,66.2,111.66,31.6200008392334
2025-04-24 14:00,2025-04-24 23:00,2025-04-24 10:00,19052.5,19180.0,19044.75,19141.25,86799,18806.55,18712.06,18601.57,69.4,113.35,30.639999389648438
2025-04-24 15:00,2025-04-25 00:00,2025-04-24 11:00,19141.0,19215.0,19120.75,19162.25,64023,18821.19,18734.21,18605.6,70.1,111.98,30.59000015258789
2025-04-24 16:00,2025-04-25 01:00,2025-04-24 12:00,19163.0,19278.0,19140.25,19262.5,59721,18844.91,18756.69,18611.0,73.3,113.82,30.489999771118164
2025-04-24 17:00,2025-04-25 02:00,2025-04-24 13:00,19262.0,19273.5,19203.5,19265.0,44983,18865.66,18776.93,18615.5,73.4,110.69,30.760000228881836
2025-04-24 18:00,2025-04-25 03:00,2025-04-24 14:00,19265.75,19325.0,19258.5,19293.25,42734,18889.36,18795.99,18620.19,74.3,107.54,30.690000534057617
2025-04-24 19:00,2025-04-25 04:00,2025-04-24 15:00,19292.0,19338.0,19221.0,19319.0,69360,18913.34,18814.79,18624.41,75.1,108.21,30.239999771118164
2025-04-24 20:00,2025-04-25 05:00,2025-04-24 16:00,19319.25,19418.0,19312.75,19347.5,25332,18938.65,18832.74,18628.72,76.0,108.0,30.049999237060547
2025-04-24 22:00,2025-04-25 07:00,2025-04-24 18:00,19405.0,19427.0,19352.25,19405.25,0,18970.33,18856.38,18632.26,77.8,105.97,30.049999237060547
2025-04-24 23:00,2025-04-25 08:00,2025-04-24 19:00,19406.75,19435.5,19396.5,19412.5,5344,19003.55,18876.97,18635.92,78.0,101.18,30.049999237060547
2025-04-25 00:00,2025-04-25 09:00,2025-04-24 20:00,19412.75,19462.75,19390.0,19456.5,6782,19038.56,18898.51,18640.37,79.3,99.15,30.049999237060547
2025-04-25 01:00,2025-04-25 10:00,2025-04-24 21:00,19456.0,19469.75,19401.25,19411.5,7351,19070.96,18919.56,18645.43,74.3,96.96,30.049999237060547
2025-04-25 02:00,2025-04-25 11:00,2025-04-24 22:00,19410.75,19422.75,19363.0,19384.5,6414,19104.66,18931.94,18649.15,71.4,94.3,30.049999237060547
2025-04-25 03:00,2025-04-25 12:00,2025-04-24 23:00,19382.5,19454.0,19367.0,19450.5,6060,19140.0,18945.74,18653.25,74.1,93.78,30.049999237060547
2025-04-25 04:00,2025-04-25 13:00,2025-04-25 00:00,19479.0,19497.5,19397.25,19408.0,8144,19176.6,18959.86,18657.47,69.6,94.24,30.049999237060547
2025-04-25 05:00,2025-04-25 14:00,2025-04-25 01:00,19408.25,19434.0,19391.75,19412.0,4121,19215.71,18975.29,18662.07,69.8,90.53,30.049999237060547
2025-04-25 06:00,2025-04-25 15:00,2025-04-25 02:00,19412.25,19478.0,19403.0,19462.0,6140,19254.12,18990.86,18666.53,72.1,89.42,30.049999237060547
2025-04-25 07:00,2025-04-25 16:00,2025-04-25 03:00,19462.0,19465.75,19373.25,19418.0,10363,19284.17,19005.13,18671.56,67.2,89.64,30.049999237060547
2025-04-25 08:00,2025-04-25 17:00,2025-04-25 04:00,19416.5,19451.25,19383.5,19403.75,9458,19315.9,19018.72,18675.73,65.7,88.08,30.049999237060547
2025-04-25 09:00,2025-04-25 18:00,2025-04-25 05:00,19403.75,19404.0,19344.25,19396.75,8687,19343.19,19031.88,18679.04,64.9,86.05,30.049999237060547
2025-04-25 10:00,2025-04-25 19:00,2025-04-25 06:00,19396.0,19416.0,19218.0,19230.5,19787,19352.12,19041.78,18681.08,49.7,94.05,30.049999237060547
2025-04-25 11:00,2025-04-25 20:00,2025-04-25 07:00,19230.75,19322.0,19229.75,19255.25,15517,19357.83,19051.24,18683.65,51.5,93.92,30.049999237060547
2025-04-25 12:00,2025-04-25 21:00,2025-04-25 08:00,19255.0,19298.0,19233.0,19245.25,15152,19361.97,19059.53,18685.83,50.7,91.86,30.049999237060547
2025-04-25 13:00,2025-04-25 22:00,2025-04-25 09:00,19245.0,19363.75,19216.25,19263.75,66053,19362.04,19067.9,18688.05,52.2,95.83,30.049999237060547
2025-04-25 14:00,2025-04-25 23:00,2025-04-25 10:00,19257.0,19405.75,19233.75,19338.25,88886,19365.7,19076.28,18689.96,57.7,101.27,30.18000030517578
2025-04-25 15:00,2025-04-26 00:00,2025-04-25 11:00,19338.0,19393.0,19309.25,19362.75,50233,19369.17,19086.33,18691.71,59.4,100.02,29.200000762939453
2025-04-25 16:00,2025-04-26 01:00,2025-04-25 12:00,19363.0,19469.0,19349.75,19466.5,43029,19376.55,19096.34,18694.0,65.5,101.39,28.350000381469727
2025-04-25 17:00,2025-04-26 02:00,2025-04-25 13:00,19467.0,19554.25,19374.25,19428.25,74671,19380.59,19103.47,18696.11,61.8,107.01,28.25
2025-04-25 18:00,2025-04-26 03:00,2025-04-25 14:00,19428.75,19528.5,19414.25,19500.5,49322,19385.35,19112.24,18698.34,65.8,107.53,28.709999084472656
2025-04-25 19:00,2025-04-26 04:00,2025-04-25 15:00,19500.5,19546.75,19447.25,19531.0,57399,19391.28,19125.33,18700.74,67.3,106.95,28.639999389648438
2025-04-25 20:00,2025-04-26 05:00,2025-04-25 16:00,19530.5,19589.0,19526.0,19554.75,15410,19396.19,19138.08,18702.92,68.5,103.81,28.469999313354492
2025-04-27 22:00,2025-04-28 07:00,2025-04-27 18:00,19524.5,19524.5,19450.0,19460.5,6276,19398.64,19148.78,18704.79,59.3,103.88,28.469999313354492
